age,gender,place_type,hobby,climate,health_issues,selected_place
29,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
72,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
17,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
10,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
35,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
35,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
77,female,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
8,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
56,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
67,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
59,female,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
14,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
57,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
64,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
30,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
56,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
68,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
52,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
25,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
76,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
73,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
47,male,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
24,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
56,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
62,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
68,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
54,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
45,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
25,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
20,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
59,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
26,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
50,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
43,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
25,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
26,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
31,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
47,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
27,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
12,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
7,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
14,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
17,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
62,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
24,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
62,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
30,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
78,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
21,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
62,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
38,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
53,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
62,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
52,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
22,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
51,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
74,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
73,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
74,male,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
39,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
53,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
39,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
50,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
34,female,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
18,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
48,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
61,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
74,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
19,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
18,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
7,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
16,male,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
75,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
65,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
21,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
70,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
44,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
53,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
19,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
44,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
10,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
47,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
78,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
13,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
16,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
31,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
12,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
23,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
25,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
63,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
29,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
13,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
15,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
34,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
37,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
62,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
73,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
38,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
74,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
67,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
19,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
50,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
10,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
50,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
23,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
18,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
55,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
23,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
65,male,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
18,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
45,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
45,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
52,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
25,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
69,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
50,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
25,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
59,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
70,female,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
42,female,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
10,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
61,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
60,male,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
47,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
66,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
41,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
43,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
23,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
76,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
37,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
29,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
53,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
37,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
32,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
43,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
14,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
32,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
42,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
39,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
42,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
64,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
67,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
61,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
38,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
69,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
22,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
53,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
60,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
73,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
8,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
55,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
46,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
39,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
33,male,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
26,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
57,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
36,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
25,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
67,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
55,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
28,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
23,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
51,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
9,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
52,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
37,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
55,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
8,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
49,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
67,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
65,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
47,other,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
70,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
51,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
75,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
41,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
64,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
27,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
79,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
38,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
21,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
70,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
38,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
59,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
21,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
23,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
36,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
24,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
26,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
16,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
53,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
22,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
45,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
32,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
38,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
60,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
33,male,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
27,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
28,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
25,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
52,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
75,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
20,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
49,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
22,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
58,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
17,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
51,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
6,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
58,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
69,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
57,female,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
59,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
20,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
55,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
76,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
